Run,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DATASTORE filetype,DATASTORE provider,DATASTORE region,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SRR7947189,43,WGS,300,113121523500,SEQC-II,PRJNA489865,SAMN10102577,Human,47884280282,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7947192,43,WGS,300,119502432300,SEQC-II,PRJNA489865,SAMN10102578,Human,50492786459,FDA,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7955942,43,WGS,300,113644225800,SEQC-II,PRJNA489865,SAMN10102579,Human,46895419764,FDA,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7955943,43,WGS,300,114121286700,SEQC-II,PRJNA489865,SAMN10102579,Human,47302683094,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7955944,43,WGS,300,114405880800,SEQC-II,PRJNA489865,SAMN10102579,Human,47053065604,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7945587,43,WGS,300,137788324377,ATCC,PRJNA489865,SAMN10102573,Human,45160573924,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728457,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_4,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7945633,43,WGS,300,77327052383,ATCC,PRJNA489865,SAMN10102574,Human,37509461583,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728509,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7945634,43,WGS,300,70210669410,ATCC,PRJNA489865,SAMN10102574,Human,33730331505,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728509,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7945663,43,WGS,300,65341735754,ATCC,PRJNA489865,SAMN10102574,Human,31460446944,FDA,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728509,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909741,43,WGS,300,59231695230,ATCC,PRJNA489865,SAMN10102574,Human,27866789028,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728510,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909776,43,WGS,300,111430746788,ATCC,PRJNA489865,SAMN10102574,Human,38065358196,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728424,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909834,43,WGS,300,102526225200,ATCC,PRJNA489865,SAMN10102574,Human,45189321582,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728454,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7909924,43,WGS,300,103968198300,ATCC,PRJNA489865,SAMN10102574,Human,45982450897,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728455,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7910004,43,WGS,300,63862012520,ATCC,PRJNA489865,SAMN10102574,Human,30947567560,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728511,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7910005,43,WGS,300,60597019579,ATCC,PRJNA489865,SAMN10102574,Human,29786325850,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728511,Illumina HiSeq 4000,CRL-2325,WGS_IL_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7910029,43,WGS,300,106082654100,ATCC,PRJNA489865,SAMN10102573,Human,46787348014,FDA,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728451,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910031,43,WGS,300,99353196300,ATCC,PRJNA489865,SAMN10102573,Human,44224756693,FDA,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4728453,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910034,43,WGS,300,117905144878,ATCC,PRJNA489865,SAMN10102573,Human,37496243808,FDA,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728464,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_7,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910044,43,WGS,300,66652202158,ATCC,PRJNA489865,SAMN10102573,Human,31258459432,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728505,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7910047,43,WGS,300,66722006975,ATCC,PRJNA489865,SAMN10102573,Human,32299344736,FDA,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4728506,Illumina HiSeq 4000,CRL-2324,WGS_IL_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955951,43,WGS,159,111854269866,ATCC,PRJNA489865,SAMN10102573,Human,54358081556,FDA,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5735704,Illumina HiSeq 3000,CRL-2324,CHR_NC_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955952,43,WGS,159,112895017245,ATCC,PRJNA489865,SAMN10102574,Human,54722482542,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5735703,Illumina HiSeq 3000,CRL-2325,CHR_NC_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955954,43,WGS,9089,160626774754,ATCC,PRJNA489865,SAMN10102574,Human,40580527679,FDA,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5735701,Sequel,CRL-2325,PBO_WC_N_1,SINGLE,RANDOM,GENOMIC,Homo sapiens,PACBIO_SMRT,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955955,43,AMPLICON,302,1245097680,ATCC,PRJNA489865,SAMN10102573,Human,511398950,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5735700,NextSeq 500,CRL-2324,AMS_AB_T_1,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955956,43,AMPLICON,302,1142925342,ATCC,PRJNA489865,SAMN10102574,Human,466478079,FDA,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5735699,NextSeq 500,CRL-2325,AMS_AB_N_1,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955957,43,AMPLICON,302,1209739520,ATCC,PRJNA489865,SAMN10102573,Human,490536296,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5735698,NextSeq 500,CRL-2324,AMS_AB_T_2,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955958,43,AMPLICON,302,1027072404,ATCC,PRJNA489865,SAMN10102574,Human,429842198,FDA,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5735697,NextSeq 500,CRL-2325,AMS_AB_N_2,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955959,43,AMPLICON,302,1383653770,ATCC,PRJNA489865,SAMN10102573,Human,558768008,FDA,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5735696,NextSeq 500,CRL-2324,AMS_AB_T_3,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955960,43,AMPLICON,302,1107601912,ATCC,PRJNA489865,SAMN10102574,Human,446475543,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5735695,NextSeq 500,CRL-2325,AMS_AB_N_3,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955961,43,WGS,158,95142775628,ATCC,PRJNA489865,SAMN10102574,Human,47014579942,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5735688,HiSeq X Ten,CRL-2325,CHR_EA_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955962,43,WGS,300,161894167200,ATCC,PRJNA489865,SAMN10102574,Human,68247559536,FDA,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5735693,HiSeq X Ten,CRL-2325,CHR_FD_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955964,43,WGS,300,161119419000,ATCC,PRJNA489865,SAMN10102574,Human,68871155689,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5735691,HiSeq X Ten,CRL-2325,CHR_FD_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955965,43,WGS,300,160616700300,ATCC,PRJNA489865,SAMN10102573,Human,71198716783,FDA,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5735690,HiSeq X Ten,CRL-2324,CHR_FD_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955966,43,WGS,300,160355205900,ATCC,PRJNA489865,SAMN10102574,Human,70271265013,FDA,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5735689,HiSeq X Ten,CRL-2325,CHR_FD_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955967,43,WGS,300,160629506100,ATCC,PRJNA489865,SAMN10102573,Human,72616740072,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5735687,HiSeq X Ten,CRL-2324,CHR_FD_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955968,43,WGS,158,104407748530,ATCC,PRJNA489865,SAMN10102573,Human,49246138589,FDA,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5735694,HiSeq X Ten,CRL-2324,CHR_EA_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955969,43,WGS,159,169712585091,ATCC,PRJNA489865,SAMN10102574,Human,87379599495,FDA,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5735686,Illumina HiSeq 4000,CRL-2325,CHR_IL_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955970,43,WGS,159,175858850613,ATCC,PRJNA489865,SAMN10102573,Human,90269741934,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5735685,Illumina HiSeq 4000,CRL-2324,CHR_IL_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955971,43,WGS,158,216895690530,ATCC,PRJNA489865,SAMN10102574,Human,103040110580,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5735684,Illumina HiSeq 4000,CRL-2325,CHR_NV_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955972,43,WGS,158,218301482574,ATCC,PRJNA489865,SAMN10102573,Human,103450095755,FDA,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5735683,Illumina HiSeq 4000,CRL-2324,CHR_NV_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955974,43,WGS,158,205742987980,ATCC,PRJNA489865,SAMN10102573,Human,99811912671,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5735681,Illumina HiSeq 4000,CRL-2324,CHR_NV_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955975,43,WGS,158,173999679136,ATCC,PRJNA489865,SAMN10102574,Human,89119919657,FDA,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5735680,Illumina HiSeq 4000,CRL-2325,CHR_IL_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955976,43,WGS,158,179088692920,ATCC,PRJNA489865,SAMN10102573,Human,91994199519,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5735679,Illumina HiSeq 4000,CRL-2324,CHR_IL_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955977,43,WGS,158,188057048156,ATCC,PRJNA489865,SAMN10102574,Human,96331083634,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5735678,Illumina HiSeq 4000,CRL-2325,CHR_IL_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955978,43,WGS,158,184029133774,ATCC,PRJNA489865,SAMN10102573,Human,94539174771,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5735677,Illumina HiSeq 4000,CRL-2324,CHR_IL_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955979,43,WGS,158,206568721418,ATCC,PRJNA489865,SAMN10102574,Human,101523394517,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5735676,Illumina HiSeq 4000,CRL-2325,CHR_NV_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955980,43,WGS,158,206525562138,ATCC,PRJNA489865,SAMN10102573,Human,100935615469,FDA,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5735675,Illumina HiSeq 4000,CRL-2324,CHR_NV_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955981,43,WXS,139,11510996487,ATCC,PRJNA489865,SAMN10102574,Human,8334588184,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5735674,Ion S5,CRL-2325,INT_EA_N_1,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ION_TORRENT,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR8955982,43,WXS,133,8948624831,ATCC,PRJNA489865,SAMN10102573,Human,6479806058,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5735673,Ion S5,CRL-2324,INT_EA_T_1,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ION_TORRENT,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955953,43,WGS,8146,140649790223,ATCC,PRJNA489865,SAMN10102573,Human,35544902550,FDA,public,"bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5735702,Sequel,CRL-2324,PBO_WC_T_1,SINGLE,RANDOM,GENOMIC,Homo sapiens,PACBIO_SMRT,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955963,43,WGS,300,159670415700,ATCC,PRJNA489865,SAMN10102573,Human,71536281318,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5735692,HiSeq X Ten,CRL-2324,CHR_FD_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR8955973,43,WGS,158,206229146712,ATCC,PRJNA489865,SAMN10102574,Human,99542990184,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5735682,Illumina HiSeq 4000,CRL-2325,CHR_NV_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-17T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
